cpu_usage_spike,websocket_connections,wasm_modules,crypto_api_calls,obfuscation_level,suspicious_domains,script_size_kb,is_miner
18.077428646334447,1,0,76,0.24466956472318466,0,2719,0
84.20306978125065,4,1,527,0.5893543663517544,2,4570,1
95.6364217960654,4,3,9748,0.75733176937099,2,2967,1
26.25433345355208,0,0,96,0.15527584021288887,0,2674,0
21.68184561780201,0,0,95,0.0954755341685533,0,1799,0
35.29953473134013,0,0,27,0.01305940853640536,0,4112,0
6.123835316872039,0,0,50,0.2940913136184478,0,3244,0
95.4264289916421,9,3,8932,0.8311792909444238,4,328,1
31.703210747904638,0,0,32,0.2705436519646796,0,2187,0
82.91039597116601,5,2,6940,0.9846851455092331,1,2166,1
36.01258884834338,1,0,84,0.11759002100132761,0,2563,0
91.19812386982653,1,1,3406,0.874448978303938,4,438,1
86.0604330418497,3,1,8737,0.9631852243527649,2,4349,1
16.6429809937312,0,0,54,0.15455613233740276,0,2495,0
22.612329586304007,0,0,84,0.18182423325064725,0,4412,0
5.492788214901173,0,0,88,0.14172682080975743,0,910,0
5.2435155556151924,1,0,83,0.11617560445370471,0,1630,0
13.404431715803197,0,0,44,0.050481769037738496,0,3408,0
8.528251899867984,0,0,72,0.13255788714318717,0,758,0
14.107397877751376,0,0,79,0.025572941123719484,0,4882,0
11.19651530849391,1,0,91,0.2595143276662776,0,4299,0
5.998200869352688,1,0,39,0.014070795629387822,0,2421,0
36.82564512421173,0,0,60,0.1141938185194664,0,1037,0
5.2878095986112035,1,0,35,0.030041360712890552,0,4254,0
30.76287505179799,1,0,23,0.23249414984012345,0,3142,0
85.82763919816497,9,1,2284,0.7409835798100459,1,2851,1
36.928036769986,1,0,13,0.03393168379576644,0,1150,0
36.247857885646,1,0,97,0.15944738965935415,0,247,0
27.886540122924007,1,0,87,0.274883102168862,0,4835,0
28.52819524302118,1,0,74,0.272593461335761,0,4563,0
5.186869968939099,1,0,99,0.07489531233983697,0,2542,0
39.47050481397607,0,0,0,0.21589790278807006,0,1764,0
35.72414112515351,0,0,46,0.00908525785229738,0,4819,0
88.01749590961408,8,2,1119,0.9556228387290593,2,1620,1
74.98765991049102,1,2,9587,0.8803473465431202,4,3128,1
81.39212214464946,4,2,7698,0.5536259784117356,1,4449,1
36.27770271816683,0,0,38,0.2394785561880414,0,1497,0
15.203092485291732,1,0,2,0.27932165161579836,0,4768,0
24.6949040169771,0,0,15,0.0012999949448346704,0,3204,0
8.490584032035883,1,0,67,0.06987474888029394,0,255,0
37.26844705464626,0,0,25,0.1318660038228682,0,1287,0
9.926966021992467,1,0,53,0.16892378650571654,0,2338,0
12.871388200564255,0,0,12,0.2747708332776303,0,1566,0
90.00056955677539,6,3,1244,0.8249060156239424,4,1567,1
31.743255007454355,0,0,19,0.19115102984038976,0,2232,0
26.67729570777046,0,0,82,0.07721640422516536,0,2342,0
13.124686948005465,1,0,26,0.2349863429635084,0,314,0
5.033006488462162,1,0,1,0.06079553138616953,0,2932,0
31.50027031076037,0,0,9,0.289551697229045,0,802,0
39.48225640688828,0,0,59,0.0017519747201994007,0,416,0
75.92667717035435,3,1,1845,0.7178853239546117,1,4437,1
94.1552319208113,2,2,5864,0.9736484816964293,4,2362,1
75.57330864096123,7,2,9261,0.9680976148126095,3,2047,1
72.54898869668399,3,2,2646,0.7827369776699862,2,2976,1
23.372692948521365,0,0,23,0.20687954867757488,0,2726,0
89.74922318518185,3,2,877,0.5688982338868712,2,2830,1
20.666835543293374,1,0,80,0.17799831082943102,0,4656,0
32.1316769252867,0,0,59,0.07539580538579833,0,3052,0
23.43691175443222,0,0,79,0.26677597288046145,0,4012,0
16.085099270882562,1,0,81,0.24333222390410628,0,1370,0
14.035535868046741,1,0,48,0.048015695312055004,0,1063,0
6.321156093860169,1,0,3,0.24795335526235468,0,449,0
85.07115459916287,1,4,2774,0.6725855530809518,1,4363,1
13.048649539036198,1,0,48,0.1911657350423753,0,792,0
10.18468727057341,0,0,30,0.08454156693416813,0,2620,0
27.88404873396872,0,0,65,0.18197814938202428,0,1824,0
28.84232402375421,0,0,53,0.1027605207444897,0,243,0
80.08970182811001,7,3,7156,0.6337835998963751,2,2083,1
22.6251913718507,1,0,60,0.16343998783676203,0,2441,0
70.36009081818048,3,1,6269,0.9228083834447875,2,4498,1
86.58444627155048,5,3,5932,0.701495199718377,1,471,1
33.25798289273713,0,0,42,0.06419450511815072,0,1761,0
27.245771870286553,0,0,92,0.21753296200256542,0,848,0
72.56209090488164,4,2,3133,0.5904290082900266,4,3219,1
99.17384170083707,8,4,3036,0.5713670350744406,4,2794,1
85.54031294128293,2,1,5759,0.6965468059477118,2,4215,1
88.42558732957033,4,1,9441,0.5495384686723136,2,1361,1
20.4753939825304,0,0,29,0.2907421980483841,0,215,0
6.989419974933596,0,0,62,0.15969933340760947,0,1104,0
39.24730626351268,0,0,23,0.23204816816188809,0,4315,0
72.24687526005951,1,1,9658,0.5813513510158475,4,194,1
24.493323208246135,0,0,13,0.22398543949008767,0,2802,0
27.952869796490198,1,0,27,0.1701511506834406,0,4996,0
22.395827672202234,0,0,13,0.1272432521338507,0,4504,0
6.122223098308956,0,0,55,0.2912007678589386,0,2739,0
26.430895109413886,1,0,33,0.14815311424392175,0,323,0
93.06241394087539,5,4,9293,0.8492637814847064,4,237,1
19.586217121841862,0,0,88,0.004602657446963909,0,3103,0
87.30423758914768,2,1,5199,0.5442602748570705,4,3967,1
12.945045476844722,0,0,55,0.2666074698480199,0,4105,0
12.74468068731644,0,0,60,0.22768771833480564,0,2749,0
71.58231856486653,9,2,6411,0.7236196543166244,2,936,1
95.02492324625324,1,2,5631,0.9883105506756795,1,3346,1
34.64542123861793,1,0,19,0.14586615396226674,0,3131,0
71.35454093236876,1,1,7108,0.9232966786501002,4,2118,1
18.398847278722634,0,0,6,0.11464585415926368,0,2365,0
25.61915575930828,1,0,78,0.18601201101686526,0,546,0
30.228571076622046,1,0,72,0.09570045927626214,0,4180,0
13.442237111980804,0,0,67,0.11564765326270715,0,1451,0
10.884938006316148,0,0,30,0.2898978789621806,0,3409,0
39.023359762430886,0,0,86,0.03339260393987704,0,3362,0
26.614505962336647,0,0,69,0.03157660357381229,0,3156,0
39.349550264178234,0,0,91,0.01299480583650472,0,618,0
16.821459549628017,0,0,75,0.09601335592808027,0,621,0
79.46599541989407,2,3,3772,0.7837929074218384,1,1030,1
12.791127278943321,1,0,50,0.02835469322086388,0,4890,0
14.142005994586953,1,0,57,0.16473929861004888,0,250,0
72.98484006618894,9,1,9225,0.7793392383324964,1,2062,1
16.186634392782494,0,0,23,0.22530800808399842,0,1612,0
10.866754734420457,1,0,33,0.29279043498474044,0,2414,0
14.20082456962641,1,0,62,0.18580567418771987,0,4499,0
6.251193806305262,0,0,59,0.03349524200428362,0,1424,0
88.02376448018858,4,1,6065,0.657571747772318,2,378,1
91.0259709173164,2,3,6015,0.7219157526460326,1,2086,1
8.298507324158397,0,0,63,0.19510023856077802,0,1456,0
88.92311260517862,4,1,6215,0.9313656562958723,3,18,1
83.66948648319632,6,4,5194,0.8277998846130095,4,3526,1
26.440748289655676,1,0,26,0.22507211618775547,0,4439,0
92.73329681125475,2,1,4198,0.9325854929025106,1,2287,1
31.399881656232562,1,0,43,0.17550001875076168,0,402,0
79.5411883508356,2,3,9573,0.8768229902995877,3,1861,1
97.7392537338591,8,2,4458,0.7330290091594188,3,788,1
36.173333656216755,0,0,45,0.23118857862217657,0,3441,0
30.14859613427861,1,0,99,0.2655756676391541,0,1708,0
7.55389165239907,1,0,53,0.22101519744541476,0,3264,0
33.73941365698129,0,0,38,0.17291269530270484,0,4492,0
86.39221222636397,5,4,1915,0.9452707925652983,2,3281,1
77.49232537688066,8,4,5508,0.7272892870937273,4,3262,1
26.02589210576377,0,0,42,0.06806947293528676,0,3621,0
28.864156121150057,1,0,19,0.2646620918315806,0,2622,0
39.772554613849785,1,0,83,0.15978678995022758,0,1855,0
13.131744107340635,0,0,24,0.1782954933441705,0,3518,0
26.838095116648592,1,0,42,0.2970326741259548,0,3902,0
21.111248652008943,0,0,84,0.29550470348179214,0,3121,0
98.91055566061146,7,2,3335,0.7360900224029965,4,4327,1
5.506472452600276,1,0,26,0.010187178605239855,0,1876,0
9.173000223625053,0,0,91,0.118844261413453,0,1062,0
72.39145219561856,7,3,1083,0.927547018376424,3,936,1
24.850708076968726,0,0,35,0.08649197771280276,0,3782,0
97.97700126117883,1,3,5519,0.6891457762146356,4,3052,1
87.2699575899226,6,2,3094,0.9968968983185609,1,4235,1
21.425604872600246,0,0,8,0.17043425430155615,0,2105,0
37.3617986244885,1,0,82,0.15463480805240826,0,3850,0
18.915715425872634,0,0,78,0.07660587401031001,0,836,0
26.87228644259597,1,0,52,0.28458213919353,0,3497,0
32.29365364681003,1,0,20,0.18575136299919306,0,4705,0
32.437384769966066,0,0,49,0.06906848503340285,0,779,0
23.1748028838345,1,0,15,0.11521445935150086,0,3980,0
35.02831808908177,1,0,65,0.21636882806461877,0,466,0
18.698233267731144,1,0,25,0.08930901380889407,0,1082,0
79.29075133315567,5,3,5247,0.8146752955137726,4,2785,1
13.407950823844086,1,0,28,0.04970216938728723,0,4640,0
14.807574244669986,1,0,96,0.07935152695945459,0,2493,0
6.859221846965038,0,0,97,0.04346958400983,0,2308,0
90.29195106730018,4,4,8655,0.9196417009609215,3,2981,1
19.596933268144696,0,0,90,0.09009462703917805,0,3939,0
13.019081486898965,0,0,70,0.29975362390063215,0,4410,0
92.69353263966735,2,1,5977,0.6227771250096958,2,1652,1
36.54899794302316,0,0,14,0.06390065755418649,0,1027,0
76.77368656451887,7,4,4461,0.5039802839827957,2,4052,1
24.373580987501416,1,0,8,0.18573890534166115,0,1473,0
26.563878014550237,1,0,76,0.22360370892235576,0,1521,0
21.601394969260184,0,0,31,0.2255801024562137,0,3483,0
18.70832900075831,0,0,65,0.002590794581649358,0,4481,0
37.0416908426416,1,0,58,0.19555513763983956,0,3648,0
99.5396343277252,8,4,473,0.8530263009776904,4,1731,1
19.645637640067978,0,0,83,0.15529640456696314,0,696,0
17.059666779575636,1,0,42,0.11376256842112774,0,4476,0
22.435275208790195,0,0,82,0.23923325923836894,0,3493,0
21.017115609081127,0,0,90,0.10316423863000568,0,4260,0
23.16113360778785,1,0,99,0.06900368163198037,0,3642,0
9.897164202944793,1,0,58,0.09302855237028387,0,4787,0
22.959952552964698,1,0,29,0.13189437513694977,0,3287,0
13.48465848605238,0,0,10,0.06421721640082186,0,3949,0
11.451597214586695,0,0,79,0.18227137386164596,0,2954,0
7.269197657516693,0,0,25,0.2652627607535687,0,3509,0
31.692839556464932,0,0,93,0.1786380372486225,0,2928,0
19.9604672299796,1,0,1,0.1340004922432144,0,1454,0
86.15089306303068,1,1,5494,0.5547448542092783,1,97,1
30.465767015666017,1,0,40,0.2244115868623586,0,1539,0
28.776083285974373,0,0,85,0.11011743645920885,0,3249,0
21.46752516813888,0,0,30,0.18124604119960855,0,3195,0
74.01086963198308,5,3,8664,0.5263858939356436,4,22,1
98.06183469003396,6,1,3234,0.8744898166469136,4,2938,1
27.401707892551972,1,0,60,0.10988216372525696,0,329,0
22.31780242296557,0,0,84,0.031732821164991154,0,4397,0
90.2985170065752,3,3,4362,0.9206384078292649,2,4878,1
35.614569451434924,0,0,39,0.02576329512694073,0,1693,0
10.969613230228147,0,0,22,0.050581837537073224,0,2459,0
9.768177804100397,1,0,25,0.14394958489924192,0,4263,0
27.064032411259983,1,0,17,0.25958155006336175,0,393,0
91.0242525400522,7,2,3443,0.7079175612164657,4,4503,1
92.9594889857616,5,1,3601,0.9014006719839585,3,1106,1
36.10249342770343,0,0,85,0.20281022199487084,0,979,0
12.94152685353329,0,0,27,0.19159922314790365,0,2530,0
37.52482280900332,0,0,48,0.253505175290052,0,3261,0
92.1563816019089,2,1,4755,0.6952436809840474,4,3684,1
71.91383668760794,3,1,5427,0.5679590134724898,1,203,1
81.61669423630622,3,1,7720,0.5334821176449545,1,2854,1
78.48296371180295,3,4,5958,0.8939212881242387,1,4865,1
23.244371383842303,0,0,41,0.23807636515700611,0,1262,0
11.023494842745176,1,0,23,0.2635774222362817,0,804,0
15.690109243906129,1,0,34,0.06092341445984375,0,2732,0
91.53028473380499,9,4,1342,0.7054283762212998,1,1636,1
10.587047663846743,1,0,54,0.09456630404121928,0,2851,0
12.181399168830627,1,0,48,0.03275002376341702,0,100,0
32.59931447028898,0,0,76,0.21887377658537724,0,3687,0
10.851854909154394,0,0,94,0.040851267806121846,0,4182,0
5.996008714537287,1,0,58,0.01575274982371819,0,3529,0
27.027422992012845,1,0,82,0.23263406101651915,0,1330,0
39.15940917873575,0,0,92,0.2713989509195788,0,3469,0
16.59248351180925,1,0,21,0.22923700438953998,0,2379,0
9.15294961186883,0,0,84,0.2476056638495929,0,2478,0
