duration,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,count,srv_count,serror_rate,same_srv_rate,attack_type,is_attack
130.9327064410626,28926,30717,0,1,1,1,1,0,0,29,25,0.01493764064273,0.15339854313813506,normal,0
4.048334519920045,6437,49351,4,0,4,16,1,0,0,349,59,0.12764444261226404,0.5548943783527137,r2l,1
1.9377155353756705,9811781,67241,2,2,0,1,1,0,0,65,18,0.6043278850436715,0.45036479187659806,dos,1
108.85054458788754,13887,28517,0,2,2,2,0,0,0,465,68,0.11624057328269322,0.9930766289347378,normal,0
65.79525313759896,47888,69294,0,2,1,2,1,0,0,44,30,0.05100498036449999,0.6511910417430177,normal,0
134.15926906425807,31644,84763,0,2,1,1,1,0,0,128,60,0.14108243210466684,0.8824519880956047,normal,0
324.95386928547265,43128,34964,0,0,4,1,1,0,0,145,76,0.10374348413206447,0.12192654584620399,normal,0
10.32453626916196,25698,32027,2,0,23,1,1,0,0,480,28,0.027672123089776512,0.30819561128534323,probe,1
123.63848327821943,39120,67669,0,1,3,2,1,0,0,273,21,0.03697959199472563,0.7671254638641393,normal,0
14.24979345624751,6115027,2578,0,1,2,0,1,0,0,421,52,0.5767077115665964,0.7616520529453017,dos,1
53.52493484978736,20454,46707,0,2,1,0,1,0,0,332,61,0.00685308128410036,0.14797536484711427,normal,0
13.057609781406903,41188,58035,4,2,0,17,0,0,0,267,26,0.03359377610321681,0.5810103093378207,r2l,1
26.28454600795919,1293678,33581,1,0,2,2,1,0,0,156,86,0.6002464050189547,0.25577252255533156,dos,1
38.53350183291171,23054,6551,0,0,4,2,0,0,0,213,51,0.06154283027816126,0.619956693795245,normal,0
41.85287753788419,35820,34395,0,2,1,1,0,0,0,322,60,0.08060274160962921,0.14234978316584146,normal,0
229.8445836170726,16827,64684,0,2,2,1,0,0,0,57,41,0.15129277548865738,0.40021071067259173,normal,0
135.4070798978732,9716,53768,0,0,0,1,0,0,0,404,18,0.025561113584660733,0.2414751825219127,normal,0
358.2106790739683,33471,68116,0,0,1,0,0,0,0,148,49,0.10865426404125939,0.46727705309937084,normal,0
91.3972197591324,13706,63511,0,0,4,1,0,0,0,420,30,0.17645521313993573,0.35823221196446486,normal,0
27.669430248750754,9882,55390,0,2,4,0,0,0,0,127,9,0.1676349912827286,0.8379954153003487,normal,0
39.69837218462771,31015,3932,0,0,4,1,1,0,0,497,47,0.07122985209272988,0.8132192868042777,normal,0
38.542122064104134,39904,74023,0,0,1,0,0,0,0,240,63,0.07751857164339465,0.8118983110920147,normal,0
39.52588609893846,37696,7113,0,1,1,2,0,0,0,481,64,0.09893272134329141,0.18371443241758578,normal,0
111.7685551737212,22416,36019,0,0,1,2,0,0,0,81,58,0.11323404831286404,0.34722406178204546,normal,0
75.6743059383971,6683,49027,0,1,0,2,1,0,0,53,85,0.12397915143752508,0.3555911915779091,normal,0
1.6504905335106197,5668856,83074,0,1,4,0,0,0,0,273,93,0.8584923322812771,0.9148452579440965,dos,1
16.144864214052458,6144,94092,0,2,2,0,1,0,0,467,37,0.1191759655105203,0.4798539307618406,normal,0
2.238791246886278,49999,49684,0,2,2,1,0,0,0,69,55,0.10004775693739872,0.37797069668205885,normal,0
24.696847111810154,3456,887,0,2,1,0,1,0,0,270,34,0.0032291208463018695,0.4444896268750931,normal,0
11.369672547039917,5288,85192,0,2,4,0,0,0,0,398,99,0.060155931539902466,0.730911657541073,normal,0
153.91893070215698,485,18816,0,0,4,1,0,0,0,423,84,0.11065516305570161,0.1963514028522405,normal,0
11.934445658043659,15911,24395,0,0,1,0,0,0,0,336,65,0.16451870437279284,0.8245913532714407,normal,0
128.81817021379786,4333,47651,0,0,0,0,1,0,0,369,96,0.052710090141982274,0.9860862709460751,normal,0
22.548071145317003,29019,5525,4,1,2,8,1,0,0,260,81,0.009142222123162269,0.8694654656698714,r2l,1
10.765901764015709,6346,60579,3,2,2,11,1,0,0,394,85,0.13572432308144697,0.8666548642911233,r2l,1
4.227947964813154,6075349,64044,2,0,3,2,1,0,0,435,90,0.7293647879571203,0.14707242078532046,dos,1
86.66213596466949,19041,64143,0,0,1,0,1,0,0,24,33,0.19746366329488677,0.6369248472320975,normal,0
26.88753825884131,13786,96254,0,2,2,1,1,0,0,414,37,0.02847856873883217,0.626750606479509,normal,0
225.07630945554618,37690,86538,0,1,2,1,0,0,0,287,92,0.08970374380760285,0.6886635963846015,normal,0
4.631446081759536,34046,90946,0,1,0,2,0,0,0,302,28,0.030969653045438774,0.8430547329794938,normal,0
22.542065218886364,14522,69016,0,2,1,2,1,0,0,253,14,0.09252887570729072,0.30473410521806354,normal,0
139.45157757461016,33747,20990,0,2,1,2,1,0,0,280,33,0.12590656930649488,0.42066997500954884,normal,0
123.57315854780633,17989,97113,0,0,2,1,0,0,0,446,91,0.19367061581938444,0.8388721014646434,normal,0
8.167489681544856,38165,48066,4,1,16,1,1,0,0,219,96,0.04672296226675268,0.8663768956505201,probe,1
6.403184989342914,3757,41171,0,2,4,1,0,0,0,416,20,0.10031003902230476,0.5377076070933493,normal,0
195.24781769797508,10597,58270,0,1,3,1,0,0,0,392,12,0.05077037515382832,0.3319918930270348,normal,0
37.643698753172835,16756,19056,0,1,2,0,1,0,0,221,40,0.02666687478187151,0.6319448516930593,normal,0
21.77996242218593,35763,69568,0,0,1,2,0,0,0,208,5,0.15874321933469632,0.1116305906969286,normal,0
72.57981125747304,35963,65369,0,0,4,1,1,0,0,197,94,0.0003599282909470869,0.6464513491743585,normal,0
241.04732368859914,18090,57688,0,2,0,0,0,0,0,148,39,0.056189846014143945,0.7573431169876563,normal,0
16.60274049786961,35315,87913,4,1,1,3,0,0,0,207,64,0.010853031480473209,0.18657307070463403,r2l,1
6.165688388598598,2029021,55155,4,0,4,1,1,0,0,399,91,0.884992498021703,0.0910297438184976,dos,1
23.409856611089396,27527,26277,0,0,1,11,1,0,0,315,86,0.11215684183956452,0.31333543764016514,r2l,1
5.273745942500519,1424,7425,4,1,27,1,0,0,0,212,9,0.1496909933904479,0.8240123462230692,probe,1
136.2892118670061,10349,30773,0,1,1,0,0,0,0,137,30,0.10769173295792833,0.4783658548122608,normal,0
6.484219669198312,20386,78428,2,1,26,2,1,0,0,28,94,0.14321835727020632,0.8573979896651089,probe,1
26.03344005474215,23694,20230,0,1,2,0,1,0,0,231,95,0.15968977455101616,0.1858215748388976,normal,0
15.507303097980676,19606,85936,0,0,3,2,0,0,0,434,6,0.09484335225494306,0.23996457426224327,normal,0
244.0488832958187,26830,16679,0,0,0,0,1,0,0,44,60,0.09221296161950199,0.07565788736842449,normal,0
110.54951537043432,18213,40492,0,2,0,0,1,0,0,71,3,0.03179224394853204,0.27197911036770805,normal,0
57.62285567322246,38222,81845,0,1,2,1,1,0,0,151,13,0.13375203015443501,0.08449740548660789,normal,0
