cpu_usage,memory_usage,network_connections,gpu_usage,power_consumption,is_mining
37.454011884736246,95.07143064099162,42,77.96910002727692,199.21253948662175,0
44.583275285359115,9.997491581800288,10,86.61761457749351,200.2787529358022,0
70.80725777960456,2.0584494295802447,1,72.19987722668247,284.63817725393756,0
0.07787658410143283,99.22115592912175,32,30.42422429595377,181.18910790805947,0
43.194501864211574,29.122914019804192,41,4.666566321361543,293.4388797103648,0
23.277134043030422,9.06064345328208,43,51.42344384136116,198.1036422155106,0
4.645041271999773,60.75448519014384,20,45.0499251969543,53.31624028996663,0
94.22017556848527,56.32882178455393,8,1.5966252220214194,107.72345640553725,0
24.102546602601173,68.32635188254582,43,49.51769101112702,58.5971302788046,0
90.9320402078782,25.87799816000169,39,75.53614103176525,156.28896862281118,0
20.794166286818882,56.77003278199915,28,96.95846277645586,243.78320584027864,0
93.9498941564189,89.48273504276489,13,72.72719958564208,131.63519220145884,0
57.04439744053994,52.083426002582364,39,84.45338486781515,236.83002753434522,0
53.969213238907976,58.67511656638482,24,28.093450968738075,185.67402078956212,0
14.092422497476264,80.21969807540397,0,1.5636406741193931,155.8503701765924,0
39.48815181755697,29.348817471803812,10,19.884240408880515,227.8354881871625,0
79.01755405312056,60.59599747810114,41,35.84657285442726,78.96726488128243,0
86.31034258755935,62.329812682755794,33,9.541011649041131,142.7045630495666,0
66.88412526636073,66.59223566174967,43,63.75574713552131,271.8031856440816,0
47.22149251619493,11.959424593830171,13,84.89138242660839,230.4323802912183,0
23.598491974895573,25.606832276132398,26,52.27328293819941,156.8852545896374,0
2.541912674409519,10.789142699330444,31,63.64104112637804,128.58899526908166,0
50.85706911647028,90.7566473926093,22,60.44173792778172,184.9602728254183,0
20.30612247347694,94.2853570557981,6,28.9751452913768,90.30532181350111,0
92.96976523425731,80.8120379564417,5,45.653457048291024,104.61010930420841,0
41.65099478703662,88.32802589188682,27,35.62978380769749,276.7071103864385,0
27.213224938463533,64.76901205413623,12,86.07305832563435,51.738032632797676,0
51.07473025775657,41.7411003148779,36,69.24360328902704,117.35308344963038,0
24.412552224777418,16.829104217293057,31,51.87906217433661,225.75473972379447,0
36.3629602379294,97.17820827209607,11,25.178229582536417,174.31212647309636,0
30.087830981676966,28.484049437746762,16,26.6781014275285,294.1537389581632,0
41.10370133182313,3.3050732900548385,31,90.82658859666537,109.89047266674311,0
14.48948720912231,48.9452760277563,31,55.28930890713279,198.17418096984838,0
8.085332633271525,36.96544560614045,16,72.82163486118596,141.9457831798133,0
63.23058305935795,63.35297107608947,10,81.6431873219384,249.5862812461378,0
15.071754396542946,50.81987767407187,15,4.077514155476392,197.72323579706045,0
67.75643618422824,1.6587828927856152,2,80.95010461397155,137.16649682293234,0
9.617655109142076,94.0523264489604,39,38.67353463005374,284.1824971841836,0
13.752094414599325,34.10663510502585,24,20.907162073771367,185.36199345689147,0
69.57843993450822,22.855002179729965,15,81.72222002012158,188.80020289986558,0
52.965057835600646,24.18522909004517,47,96.54193512887936,189.5733634017744,0
88.26363431893397,18.870710834137938,40,34.92095746126609,231.48891971755984,0
89.71102599525771,88.70864242651173,32,64.20316461542878,71.03499124876221,0
16.162871409461378,89.85541885270793,19,58.06866214364547,143.07069164043577,0
94.01334424577784,97.36638367553174,17,16.080805141749867,187.18344734164654,0
69.18951976926932,65.19612595026005,40,17.592525267734537,54.51884090388022,0
49.38937151834346,17.882270922132882,7,84.9223410494178,214.40322307508583,0
56.830860333547164,9.367476782809248,21,26.520236768172545,110.9974108447709,0
97.30105547524455,39.30977246667604,7,63.11386259972629,248.7028258854121,0
50.26370931051921,57.69038846263591,32,19.52429877980445,230.61302881537634,0
28.07723624408558,2.431596643145384,48,4.360377175443375,298.63762769933527,0
46.994451399094295,27.95603417967586,5,37.01587002554444,53.864154132216854,0
92.83185625877253,42.81841483173143,30,96.36199770892529,263.25236386684,1
29.444889206958567,38.50977286019253,22,26.84748568901568,171.31996856907892,0
37.26868670940493,39.46914668094722,2,57.0061170089365,74.29412344269213,0
61.500722669916975,99.00538501042632,1,25.416364906973875,123.82264710473468,0
32.255076423860054,84.86697949246744,8,70.24840839871092,139.8727878049388,0
29.359184426449335,80.93611554785136,34,25.620694359445807,202.87842771642013,0
8.159418040024036,0.5184862773986776,35,79.82951789667752,212.4909826944413,0
70.19668772577033,79.57926694361011,11,88.66171489506598,56.90419296842617,0
57.88648955075587,43.847412301808696,21,32.815266747473196,88.76040418193605,0
98.1840888310531,83.89335020693633,21,25.025136051586404,59.7086836073558,0
30.326551467322282,53.70824271966554,36,52.224326005480435,242.4983882746527,0
21.582102749684317,62.28904758190003,3,84.20230750119813,98.59500849871826,0
41.13539050566786,69.95122107671938,39,72.60913337226616,293.96301986563367,0
51.630034830119534,32.2956472941246,16,39.882090144479456,158.3801843951855,0
74.40426429991153,25.08605273466612,25,96.26484146779251,258.99503012805144,0
69.59742060936979,40.89529444142699,0,44.235222973110446,109.9468397893508,0
9.387329008129175,18.286599710730734,44,27.993389694594285,288.7163201657985,0
73.78969166957685,55.43540525114007,21,73.00393165618185,61.9290319229122,0
56.60372104940763,15.864644764249103,21,1.4393488629755868,79.01816012672906,0
4.600264202175275,4.072880231897013,45,97.95105286215086,93.83256747233463,0
1.7161101831750236,76.3364423003911,20,47.34717707805657,93.30046747750379,0
43.385164923797305,39.85047343973734,9,94.9145731591386,271.6700968245119,0
26.089362334171394,1.530454029038475,18,50.31362585800877,264.1224602970806,0
65.8693631618945,16.29344270814297,23,94.38916045607571,286.06289928129183,0
86.71989335550037,63.64035974460113,19,57.5474177875879,147.0424815516305,0
64.32882184423532,45.825289049151664,42,94.14648087765252,146.52565945019356,0
96.11905638239142,90.53506419560637,43,27.396112732113377,103.64727992709354,0
37.725908322797586,3.896313231023363,49,68.30067734163569,67.79716211505725,0
31.89756302937613,84.48753109694546,25,34.062456946424,115.17363205897578,0
49.60374542934062,69.28903586919394,49,62.8942846779884,269.36800338176323,0
73.50710438038858,80.34809303848486,35,17.743954377972283,237.6536879102146,0
80.6834739267264,99.05051420006733,47,12.76897294224656,112.50411230402617,0
58.05440123439099,86.7116607209722,31,85.84127518430118,157.24850684375457,0
75.08710677914974,75.45428740846823,40,37.772888617629484,183.58186838264086,0
49.65611906830777,38.96180862192035,12,89.55232284962005,147.30041968354078,0
1.083765148029836,90.53819764192636,11,35.49051904627206,289.20022128161406,0
67.67699044243032,48.252094964264245,46,8.328441119525964,72.92603681462028,0
60.2440925901119,55.37030523458007,20,75.237452943768,247.89476093146214,0
78.96181427945538,9.120610304869036,41,97.42482085344102,298.98281050758226,0
5.587115467735004,73.70355567910089,28,35.09150125520787,79.26675410690146,0
14.299168205283586,76.15106317174723,43,86.68687053108414,259.6201909409963,0
42.609147504694114,22.257641757103052,8,82.18600592903562,226.56055678912406,0
8.134878064189976,8.483771408519193,18,58.13054172267823,265.784630497251,0
88.03599686384167,23.668519368207875,6,98.6001063822871,238.3445463147354,1
37.62595855309158,8.350071669866876,43,55.840424973580504,156.05550231174408,0
90.6354385094736,11.119748230615134,2,25.368217387313873,151.3005216953543,0
57.147302520501064,74.09738609106682,7,11.752624677710488,212.30257552901588,0
74.60448792654233,58.336876509715964,48,8.289132169335423,182.0925303243023,0
43.6335831606556,80.21092490267341,44,96.98788267076391,60.78997798764403,0
89.11431136980711,52.77011090862999,10,91.91157152786595,113.24754199731028,0
69.54111231066476,7.543454708976927,46,62.93986381352625,223.9371722461543,0
45.454106476777326,62.75580800840635,2,90.11580104909889,61.36159508536447,0
28.096318959223034,95.04114840765587,7,39.45217986081298,76.6890164839711,0
33.56600647969632,16.967990389556554,35,46.36984049399822,138.33805700651322,0
58.365611185087204,7.773463696498483,40,25.99498628542627,163.31021170720777,0
3.2315951109650465,27.976350716894572,19,60.27818820232985,117.73941062878247,0
13.31851252237497,7.620037959916315,5,94.9799913291924,231.42987709708999,0
61.34151959357899,41.82430362906189,29,86.60638895004084,61.30466752654735,0
