word_freq_free,word_freq_money,word_freq_credit,word_freq_urgent,char_freq_exclamation,char_freq_dollar,capital_run_avg,capital_run_longest,capital_run_total,is_spam
0.29964678315523935,0.011075826829591585,0.055325918716192996,0.07671548726305102,0.451051109982781,0.12093845308035045,3.342432082148378,3,60,0
2.773131736092481,1.656911082277233,0.585705706916512,0.4008511229466389,0.9122022459452719,1.9278729482251984,6.390040936287625,60,60,1
1.4255804642114418,0.5162470028742274,1.4046077531434988,0.45355103299398913,1.2889068355635986,2.5019485471028458,4.121346990127974,94,152,1
0.03804236338275363,0.16824282910221064,0.056989703917030204,0.0199719517008784,0.039785242628791906,0.09069043692275068,4.8223586438938835,9,70,0
0.2505598504126741,0.06917801511640465,0.07152484260057729,0.07567288137117449,0.34246211407446375,0.07337606207315475,4.825914202869216,18,67,0
0.34347622069271916,0.12360649683622744,0.0837719243135377,0.09117741691227203,0.18517210107384308,0.038105402992193116,3.1277696412981078,3,95,0
0.39595326921111845,0.09791827141112007,0.045249985081998095,0.04418671238016471,0.3620866477722211,0.15122801459611526,1.3921188641316435,2,63,0
2.8907297037834034,1.6697985153231119,0.5744572127203058,1.2930378829822016,2.222148749459162,0.37640337243661826,12.470674444976536,31,189,1
1.4416911010736562,0.3157119347878329,1.2280098511443527,1.8133792928857164,0.5464280718658461,1.7654311499243656,3.969183567787912,19,132,1
1.3481016529345908,0.8312592768748441,0.4071039561825195,0.4537316452616179,0.6174685695520716,2.959966837468349,10.956322118013532,91,317,1
0.03215961159679176,0.17328975612685285,0.018731374609066744,0.00012393757663754502,0.023307882422837434,0.04858107737294579,4.637675340149048,17,56,0
1.7154341352622076,1.301366199034179,1.2203438823490669,1.8755444376141888,3.173324694465104,1.7981263821976752,9.023341461438573,76,393,1
0.7725340391023218,0.7322290844447246,0.763739702151639,0.66269507098928,1.7565248088748757,2.1426696662383957,9.175874326863342,13,122,1
0.16470832868722146,0.16620135779795492,0.028299183766524974,0.021039074021723104,0.07093681910017868,0.1985244806122203,1.6321460100992637,19,74,0
0.26843410898530107,0.14177142264085493,0.06522228244432282,0.07224495561298211,0.0012601500376478447,0.14629682956200654,1.062602608928573,12,34,0
0.45539746525497443,0.19255730176561403,0.06479190471601368,0.06657250139157835,0.03965406616085815,0.02919541913612407,4.9735359550622995,8,48,0
0.4232771612327014,0.11425236568852389,0.007355380649149124,0.007332891204616565,0.262131738848084,0.05554095162589803,2.353029103984664,11,68,0
0.06374986333599286,0.01703343334211127,0.028741561708062014,0.0660054741079077,0.3161275454427855,0.02639734885467402,2.117399929982062,2,95,0
0.04651518737044785,0.1194797782374306,0.05695576646779217,0.09305748895757826,0.04645168784710624,0.023110356302756797,3.285126612895481,5,85,0
0.2946336693783335,0.13731618560425757,0.031855213750310286,0.007450246901818314,0.3325782619528066,0.11354652970827656,3.981274132088873,3,44,0
2.411627375962184,0.9751592499029647,1.1924783642488839,0.6942817218315985,3.082160901091807,2.5573871269913617,9.231864917665689,78,197,1
